Fecha,Hora,DirMed_a_1100cm,Humedad_a_620cm,Irradia_a_200cm,Presion_a_150cm,SigDir_a_1100cm,SigVel_a_1100cm,TemAire_a_620cm,VelMax_a_1100,VelMedia_a_1100cm
2017/1/18,01:10,40.24,68.58,0.4,958.93,13.79,1.11,0,8.33,5.7
2017/1/18,01:20,34.73,68.83,0.53,958.87,14.72,2.14,-0.08,11.37,6.58
2017/1/18,01:30,34.95,69.13,0.23,958.89,16.13,1.64,-0.14,8.92,5.75
2017/1/18,01:40,52.8,69.59,0.22,958.98,16.62,1.21,-0.17,7.45,4
2017/1/18,01:50,42.05,70.19,0.2,959.03,15.37,1.51,-0.23,9.02,4.53
2017/1/18,02:00,36.48,71.08,0.51,959.05,20.03,1.72,-0.34,9.7,4.75
2017/1/18,02:10,48.71,71.46,0.39,959.13,36.28,1.54,-0.39,6.47,2.22
2017/1/18,02:20,52.94,71.42,0.32,959.14,36.38,0.76,-0.24,3.23,1.18
2017/1/18,02:30,359.2,71.76,0.32,959.06,26.36,0.66,-0.21,3.04,1.27
2017/1/18,02:40,5.56,73.79,0.18,958.94,27.98,1.38,-0.42,6.27,3.87
2017/1/18,02:50,24.68,74.27,0.19,959,11.4,1.02,-0.72,7.55,4.98
2017/1/18,03:00,22.94,73.69,0.17,958.95,13.66,0.93,-0.85,7.45,4.94
2017/1/18,03:10,18.05,73.12,0.23,958.97,25.67,1.49,-0.84,6.96,3.48
2017/1/18,03:20,14.96,72.49,0.09,959.1,31.24,1.11,-0.83,4.31,2.09
2017/1/18,03:30,25.54,73.45,0.14,958.88,19.01,1.14,-1.03,6.08,3.51
2017/1/18,03:40,25.45,72.44,0.1,958.93,27.55,1.27,-1.01,5.68,2.07
2017/1/18,03:50,1.73,72.76,0.05,958.94,18.18,0.44,-0.89,1.96,0.94
2017/1/18,04:00,1.65,72.53,0.09,958.8,21.98,1.05,-1,4.8,2.39
2017/1/18,04:10,10.96,72.55,0.07,958.84,21.46,0.62,-1.03,3.72,1.73
2017/1/18,04:20,25.02,73.3,0.06,958.73,11.81,0.49,-1.26,4.21,2.91
2017/1/18,04:30,21.13,74.6,0.14,958.69,13.95,0.51,-1.39,4.02,2.72
2017/1/18,04:40,18.24,75.3,0.11,958.59,17.12,0.59,-1.39,3.53,2.13
2017/1/18,04:50,24.71,75.67,0.1,958.55,14.6,0.63,-1.42,3.92,2.36
2017/1/18,05:00,31.53,76.02,0.12,958.63,22.79,0.79,-1.39,3.33,1.63
2017/1/18,05:10,32.98,75.6,0.13,958.62,20.45,0.69,-1.36,3.63,1.76
2017/1/18,05:20,22.44,75.09,0.13,958.6,16.01,0.75,-1.4,4.02,2.18
2017/1/18,05:30,9.72,75.35,0.24,958.59,20.82,1.07,-1.51,6.37,2.92
2017/1/18,05:40,4.23,75.23,0.52,958.66,16.61,1.1,-1.56,6.27,3.94
2017/1/18,05:50,20.68,75.51,0.62,958.64,22.93,1.06,-1.52,5.78,2.99
2017/1/18,06:00,47.1,75.39,0.52,958.6,29.25,0.44,-1.32,2.55,1.21
2017/1/18,06:10,59.29,75.06,0.34,958.49,21.57,0.59,-1.4,3.04,1.64
2017/1/18,06:20,49.73,75.16,0.32,958.5,31.52,0.58,-1.38,2.84,1.03
2017/1/18,06:30,21.65,75.43,0.34,958.43,26.25,0.7,-1.35,3.72,1.76
2017/1/18,06:40,18.3,75.7,0.43,958.4,27.46,0.68,-1.3,3.04,1.45
2017/1/18,06:50,356.6,75.98,0.54,958.37,24.6,0.63,-1.23,3.14,1.6
2017/1/18,07:00,4.72,75.71,1.04,958.4,24.41,0.48,-1.04,2.35,0.98
2017/1/18,07:10,350.8,75.04,0.83,958.47,25.54,0.84,-0.99,4.31,1.64
2017/1/18,07:20,6.68,75.67,1.33,958.48,18.73,0.76,-1.12,4.7,2.02
2017/1/18,07:30,2.42,75.12,1.09,958.42,20.95,0.81,-0.97,4.02,2.3
2017/1/18,07:40,22.96,75.11,1.33,958.45,19.55,0.74,-0.91,4.12,2.12
2017/1/18,07:50,25.3,75.63,2.93,958.55,16.3,1.15,-1.11,6.96,3.89
2017/1/18,08:00,10.61,77.02,4.66,958.59,18.35,0.95,-1.08,5.59,3.17
2017/1/18,08:10,15.03,75.01,9.39,958.6,23.16,1.47,-0.96,7.94,4.01
2017/1/18,08:20,8.1,73.56,17.1,958.68,17.35,1.38,-0.89,7.84,4.01
2017/1/18,08:30,10.05,72.05,22.89,958.74,20.15,1.44,-0.88,8.43,4.82
2017/1/18,08:40,14.13,70.56,23.25,958.73,17.05,1.99,-0.83,10.68,4.96
2017/1/18,08:50,9.8,72.64,16.25,958.71,22.34,1.59,-0.8,8.53,4.61
2017/1/18,09:00,13.44,74.3,19.07,958.8,21.01,1.48,-0.77,7.84,4.09
2017/1/18,09:10,6.18,76.09,24.58,958.81,17.68,1.46,-0.98,9.51,5.4
2017/1/18,09:20,15.15,75.82,35.08,958.98,19.56,1.35,-0.97,7.64,4.29
2017/1/18,09:30,13.52,73.82,49.36,958.95,20.63,1.87,-1.02,11.07,5.73
2017/1/18,09:40,14.74,73.54,72.63,959,21.57,1.54,-1.05,9.51,5.17
2017/1/18,09:50,21.06,73.92,68.48,959.03,16.36,1.46,-1.13,8.82,5.22
2017/1/18,10:00,18.08,75.41,57.25,959.02,15.3,1.08,-1.21,7.74,5.08
2017/1/18,10:10,19.24,74.74,61.23,958.96,27.77,1.27,-0.89,6.66,2.93
2017/1/18,10:20,14.62,75.06,57.08,958.95,20.56,1.26,-0.82,6.37,3.56
2017/1/18,10:30,26.86,75.44,55.86,958.98,17.08,0.88,-0.72,5.68,3.4
2017/1/18,10:40,17.31,76.4,56.07,958.97,19.92,1.4,-0.81,7.45,3.59
2017/1/18,10:50,20.41,78.43,48.88,958.94,24.08,1.44,-0.97,7.55,4.56
2017/1/18,11:00,19.21,79.87,54.1,958.9,16.52,1.25,-1.08,7.35,4.72
2017/1/18,11:10,27.72,80.8,55.28,958.94,13.24,1.25,-1.14,8.23,5.33
2017/1/18,11:20,32.36,80.9,69.65,958.77,22.36,1.35,-1.05,6.76,4.03
2017/1/18,11:30,22.38,80.1,59.51,958.56,25.54,1.37,-0.8,5.98,2.73
2017/1/18,11:40,29.34,80.8,60.15,958.5,14.73,1.12,-0.95,6.37,4.15
2017/1/18,11:50,34.04,80.7,56.57,958.47,16.01,0.93,-0.87,5.59,3.38
2017/1/18,12:00,27.68,80.5,56.5,958.36,17.18,1.21,-0.81,7.06,3.72
2017/1/18,12:10,31.42,80.4,55.06,958.31,12.59,1.2,-0.96,7.55,4.83
2017/1/18,12:20,32.33,79.4,55,958.29,13.57,0.98,-0.88,6.96,4.68
2017/1/18,12:30,31.14,79.74,59.36,958.18,17.84,1.18,-0.8,6.57,3.92
2017/1/18,12:40,25.15,80.9,67.08,958.04,15.01,1.33,-0.89,8.13,4.22
2017/1/18,12:50,34.69,81.3,65.42,957.93,15.91,1.34,-0.84,7.94,4.54
2017/1/18,13:00,34.56,81.4,64.96,957.84,14.69,1,-0.83,6.86,4.29
2017/1/18,13:10,31.61,81.4,57.22,957.73,17.43,1.1,-0.72,6.17,3.62
2017/1/18,13:20,25.31,82.1,55.85,957.62,17.23,1.16,-0.76,7.15,3.79
2017/1/18,13:30,25.69,83,64.42,957.56,14.32,1.2,-0.82,7.74,4.58
2017/1/18,13:40,29.48,83.2,67.29,957.55,19.67,1.15,-0.71,6.27,3.81
2017/1/18,13:50,28.85,83.2,56.8,957.57,20.48,1.01,-0.63,5.88,3.34
2017/1/18,14:00,28.93,82.6,50.05,957.56,16.5,0.93,-0.55,5.59,3.6
2017/1/18,14:10,35.95,82.1,48.05,957.58,20.21,1.28,-0.39,6.47,3.37
2017/1/18,14:20,36.18,82.3,47.24,957.63,19.32,1.22,-0.4,6.47,3.73
2017/1/18,14:30,34.07,83.2,51.32,957.68,17.47,0.99,-0.48,5.98,3.76
2017/1/18,14:40,32.48,83.3,47.4,957.71,23.92,1.19,-0.34,5.49,2.66
2017/1/18,14:50,27.18,82.8,37.88,957.78,23.3,1.17,-0.26,5.1,2.88
2017/1/18,15:00,26.28,84.4,33.02,957.8,18.97,1.16,-0.5,5.88,3.15
2017/1/18,15:10,24.66,84.4,33.84,957.81,17.06,1.1,-0.54,6.76,4.01
2017/1/18,15:20,25.75,84.7,29.52,957.86,14.34,0.96,-0.58,6.96,4.09
2017/1/18,15:30,27.61,85.1,26.29,957.91,21.05,1.09,-0.52,5.78,3.28
2017/1/18,15:40,22.6,85.6,22.64,957.89,14.71,0.72,-0.56,5.19,3.53
2017/1/18,15:50,24.13,85.8,20.93,957.88,17.06,1.11,-0.51,5.68,2.9
2017/1/18,16:00,31.25,85.2,13.49,957.95,21.21,1.08,-0.31,5.49,2.57
2017/1/18,16:10,30.29,84.9,10.53,958.01,22.92,1.07,-0.3,5.39,2.56
2017/1/18,16:20,25.85,84.4,9.27,958.08,17.12,0.67,-0.27,4.7,2.95
2017/1/18,16:30,23.17,85.1,6.81,958.13,16.55,0.93,-0.37,5.19,2.58
2017/1/18,16:40,33.23,84.9,4.97,958.16,20.77,0.73,-0.2,4.9,2.85
2017/1/18,16:50,34.65,85,3.18,958.23,18.93,1.07,-0.19,5.78,2.99
2017/1/18,17:00,42.27,85.4,2.47,958.26,18.51,0.95,-0.2,6.08,3.08
2017/1/18,17:10,46,85.2,1.68,958.31,12.38,1,-0.17,5.98,3.6
2017/1/18,17:20,35.47,86.7,1.39,958.37,13.59,1.12,-0.48,7.55,4.63
2017/1/18,17:30,38,87.4,1.23,958.43,10.86,1.03,-0.49,6.08,4.32
2017/1/18,17:40,34.34,87.4,1.18,958.41,11.58,1.14,-0.43,5.88,4.02
2017/1/18,17:50,28.78,87.1,1.02,958.43,13.32,0.71,-0.41,4.9,3.16
2017/1/18,18:00,32.55,87,0.78,958.48,14.26,1,-0.35,5.29,2.82
2017/1/18,18:10,30.69,87,1.28,958.58,11.79,0.8,-0.37,5.1,2.78
2017/1/18,18:20,12.86,87.2,1.03,958.54,22.74,0.89,-0.39,4.12,2.08
2017/1/18,18:30,26.55,86.6,0.66,958.51,21.61,1.06,-0.29,5.49,2.89
2017/1/18,18:40,25.6,86.8,1.34,958.53,13.01,0.79,-0.39,4.8,3.1
2017/1/18,18:50,11.49,86.5,0.94,958.63,19.47,0.94,-0.31,4.21,2.53
2017/1/18,19:00,23.06,86,0.96,958.68,20.5,0.69,-0.22,3.72,2.02
2017/1/18,19:10,29.28,85.4,1.16,958.77,20.94,0.97,-0.09,3.82,2.1
2017/1/18,19:20,27.34,86,0.91,958.81,13.95,0.68,-0.23,4.02,2.42
2017/1/18,19:30,31.62,86,1,958.89,16.66,0.55,-0.16,3.82,2.39
2017/1/18,19:40,12.74,85.8,0.92,958.94,21.85,0.62,-0.14,3.33,2.06
2017/1/18,19:50,22.18,85.3,1.22,958.94,19.74,0.72,-0.09,3.72,2.18
2017/1/18,20:00,25.6,84.4,0.96,958.94,14.53,0.45,-0.13,4.41,3.03
2017/1/18,20:10,31,84.9,0.99,958.9,13.88,0.71,-0.11,3.72,2.19
2017/1/18,20:20,13.68,85.5,0.75,958.87,30.33,0.73,-0.08,3.82,2.35
2017/1/18,20:30,5.12,85.4,1.03,958.87,23.04,0.56,0,3.43,1.79
2017/1/18,20:40,16.06,85.9,0.8,958.86,19.88,0.77,0,3.72,1.37
2017/1/18,20:50,14.85,85.7,0.94,958.84,20.1,0.62,-0.02,2.94,1.5
2017/1/18,21:00,26.61,85,0.93,958.9,18.97,0.5,0.05,3.23,1.63
2017/1/18,21:10,23.17,85.5,0.83,959,16.27,0.42,-0.03,2.45,1.67
2017/1/18,21:20,30.37,84.9,0.67,959.07,16.48,0.51,0.05,2.65,1.29
2017/1/18,21:30,340,84.5,0.74,958.91,17.1,0.59,0.2,3.23,1.68
2017/1/18,21:40,358.1,84,0.5,958.85,18.9,0.66,0.2,3.53,1.86
2017/1/18,21:50,32.59,84.6,1.12,958.91,12.84,0.74,0.07,3.63,1.83
2017/1/18,22:00,21.89,84.6,0.89,958.86,19.01,0.58,0.07,2.84,1.45
2017/1/18,22:10,4.91,84.3,0.96,958.85,30.85,0.52,0.06,3.53,1.98
2017/1/18,22:20,342,83.3,1.31,958.81,22.31,0.4,0.37,2.06,1.19
2017/1/18,22:30,36.16,83.5,0.79,958.83,21.75,0.58,0.26,2.35,1.02
2017/1/18,22:40,20,84.3,0.73,958.82,18.62,0.41,0.1,2.16,1.27
2017/1/18,22:50,6.88,83.6,0.74,958.84,25.34,0.43,0.28,1.96,0.66
2017/1/18,23:00,350.3,84,0.81,958.8,24.26,0.67,0.17,2.84,1.35
2017/1/18,23:10,17.59,83.7,0.73,958.94,28.73,0.57,0.27,2.35,0.89
2017/1/18,23:20,5.06,84.1,0.85,958.94,20.06,0.28,0.14,1.86,1.17
2017/1/18,23:30,10.34,84.2,0.92,958.86,23.47,0.28,0.17,1.37,0.59
2017/1/18,23:40,355.7,83,0.8,958.9,40.78,0.23,0.44,1.47,0.63
2017/1/18,23:50,329.6,82.4,0.85,958.9,16.92,0.3,0.51,1.27,0.57
2017/1/19,00:00,355,83.1,0.76,958.86,25.6,0.27,0.32,0.98,0.39
2017/1/19,00:10,19.53,83.2,0.89,958.88,9.73,0.18,0.3,1.27,0.79
2017/1/19,00:20,35.42,83.1,0.64,958.89,26.78,0.21,0.33,1.08,0.34
2017/1/19,00:30,336.1,82.7,0.56,958.82,17.02,0.24,0.42,1.08,0.44
2017/1/19,00:40,349.7,81.6,0.73,958.69,56.56,0.19,0.76,0.78,0.22
2017/1/19,00:50,30.29,81.6,1.37,958.66,20.75,0.47,0.61,1.76,0.74
2017/1/19,01:00,33.22,81.7,0.94,958.68,23.57,0.27,0.51,1.76,0.91
2017/1/19,01:10,12.78,82.9,0.67,958.59,21.72,0.32,0.25,1.86,0.93
2017/1/19,01:20,21.79,83,0.54,958.63,27.42,0.42,0.31,2.25,1.08
2017/1/19,01:30,30.65,82.8,0.78,958.65,12.12,0.44,0.3,1.96,1.14
2017/1/19,01:40,26.62,83.3,0.64,958.6,17.18,0.37,0.26,2.35,1.39
2017/1/19,01:50,33.9,84,0.73,958.62,13.39,0.36,0.09,2.16,1.52
2017/1/19,02:00,16.12,84,0.82,958.64,24.94,0.54,0.24,2.16,0.96
2017/1/19,02:10,33.93,84.2,0.83,958.69,15.44,0.36,0.2,2.35,1.42
2017/1/19,02:20,19.48,84.5,0.7,958.7,26.26,0.52,0.17,1.96,0.9
2017/1/19,02:30,13.35,84.3,0.7,958.66,13.03,0.31,0.26,1.76,0.9
2017/1/19,02:40,31.56,84.4,0.84,958.63,19.94,0.46,0.23,2.25,1.12
2017/1/19,02:50,41.45,84.6,0.82,958.66,13.74,0.4,0.19,1.96,1.41
2017/1/19,03:00,42.84,83.9,0.85,958.67,13.73,0.36,0.41,1.96,1.12
2017/1/19,03:10,33.84,84.2,0.95,958.63,8.53,0.32,0.29,2.06,1.3
2017/1/19,03:20,48.1,83.6,1.25,958.55,14.83,0.3,0.49,1.18,0.48
2017/1/19,03:30,349.7,83.3,0.77,958.5,14.63,0.26,0.49,1.08,0.46
2017/1/19,03:40,23.61,83.7,0.88,958.42,24.22,0.24,0.44,1.08,0.52
2017/1/19,03:50,28.72,83.5,0.77,958.46,16.04,0.3,0.48,1.27,0.61
2017/1/19,04:00,114.5,83.6,0.96,958.45,61.32,0.28,0.65,0.88,0.34
2017/1/19,04:10,114.9,83.5,0.68,958.37,20.75,0.18,0.57,1.08,0.5
2017/1/19,04:20,107.3,84.1,0.75,958.32,17.01,0.16,0.44,0.59,0.12
2017/1/19,04:30,78.06,82.5,0.81,958.26,18.67,0.12,1,0.49,0.11
2017/1/19,04:40,107.9,82.7,1.18,958.18,19.82,0.36,0.68,1.18,0.48
2017/1/19,04:50,126.7,83.9,1,958.14,33.36,0.21,0.56,0.88,0.41
2017/1/19,05:00,118.7,84,0.8,958.14,14.52,0.35,0.63,1.37,0.57
2017/1/19,05:10,118.5,84.1,0.78,958.12,24.72,0.37,0.53,1.76,0.98
2017/1/19,05:20,112.5,84.1,0.71,958.09,22.54,0.27,0.61,1.47,0.76
2017/1/19,05:30,98.4,84.9,0.86,958,22.01,0.37,0.48,1.96,1.1
2017/1/19,05:40,87.4,85.2,0.94,957.98,18.3,0.43,0.5,2.16,1.33
2017/1/19,05:50,69.88,85.4,1.01,957.9,12.52,0.41,0.62,1.76,0.97
2017/1/19,06:00,102.7,85.8,1,957.98,9.98,0.45,0.43,1.86,0.99
2017/1/19,06:10,90,85.9,0.81,958.02,15.83,0.43,0.56,2.06,0.96
2017/1/19,06:20,97.9,85.9,1.08,958.02,17.43,0.42,0.48,1.96,1.22
2017/1/19,06:30,100.3,86.9,1.06,957.99,8.06,0.46,0.34,2.06,0.99
2017/1/19,06:40,128.5,86.4,0.74,958.07,19,0.24,0.57,1.86,0.85
2017/1/19,06:50,121,86.4,0.7,958.09,15.99,0.27,0.44,1.47,0.59
2017/1/19,07:00,193.6,85.4,0.93,958.1,62.86,0.51,0.83,1.67,0.71
2017/1/19,07:10,187,83.5,1.06,958.12,17.74,0.56,1.1,2.35,1.25
2017/1/19,07:20,182,82.9,1.25,958.08,24.08,0.37,1.06,1.76,0.95
2017/1/19,07:30,188.5,83,1.29,958.1,39.03,0.47,1.14,1.96,0.81
2017/1/19,07:40,174.4,83.1,1.77,958.12,14.7,0.39,0.94,1.76,0.98
2017/1/19,07:50,158.1,84,3.03,958.15,23.76,0.26,0.66,1.27,0.58
2017/1/19,08:00,177.6,83.7,4.54,958.2,23.11,0.3,0.94,1.08,0.34
2017/1/19,08:10,139.2,82.1,8.2,958.25,15.65,0.15,1.06,0.98,0.55
2017/1/19,08:20,63.08,82.7,9.59,958.38,19.8,0.4,1.1,1.76,0.54
2017/1/19,08:30,66,83.8,15.48,958.46,11.15,0.25,1.18,2.25,1.37
2017/1/19,08:40,81.3,84.5,20.47,958.51,19.95,0.34,1.06,1.96,1.14
2017/1/19,08:50,71.31,84.9,29.48,958.52,12.56,0.35,1.09,2.16,1.38
2017/1/19,09:00,78.64,85.3,41.43,958.51,16.84,0.25,1,1.96,1.21
2017/1/19,09:10,110,84.7,48.23,958.52,23.84,0.32,0.94,1.86,1.14
2017/1/19,09:20,81.6,84.7,59.44,958.55,26.75,0.44,1.03,1.76,0.86
2017/1/19,09:30,86.5,85.1,74.54,958.55,28.91,0.47,0.91,2.06,0.9
2017/1/19,09:40,43.24,85,81.8,958.57,20.74,0.64,0.91,2.94,1.44
2017/1/19,09:50,36.64,85.7,91.6,958.62,19.97,0.42,1.04,1.67,0.79
2017/1/19,10:00,32.7,84.5,100.2,958.72,18.16,0.36,1.27,1.76,0.82
2017/1/19,10:10,46.94,83.9,102.2,958.73,23.88,0.32,1.23,1.37,0.65
2017/1/19,10:20,41.87,82.9,112.5,958.72,30.66,0.34,1.41,1.27,0.53
2017/1/19,10:30,12.4,80.9,121.1,958.73,18.45,0.27,1.51,1.08,0.43
2017/1/19,10:40,8.18,78.17,158.8,958.74,32.13,0.42,1.68,1.47,0.42
2017/1/19,10:50,22.41,77.02,176.8,958.7,42.91,0.29,1.87,1.37,0.58
2017/1/19,11:00,84.8,75.63,165.7,958.71,23.26,0.29,2.25,1.18,0.55
2017/1/19,11:10,52.61,73.54,164,958.64,53.24,0.27,2.54,1.08,0.37
2017/1/19,11:20,45.69,71.55,156,958.58,33.84,0.31,2.52,1.47,0.45
2017/1/19,11:30,42.74,71.18,138.7,958.5,45.2,0.47,2.51,2.06,0.72
2017/1/19,11:40,56.79,71.3,133.5,958.47,23.5,0.59,2.22,2.55,1.27
2017/1/19,11:50,24.62,71.83,137,958.32,20.35,0.53,2.03,2.65,1.35
2017/1/19,12:00,59.91,70.84,127.9,958.24,21.8,0.44,2.36,2.06,0.93
2017/1/19,12:10,48.83,70.13,128,958.06,60.33,0.34,2.57,1.47,0.48
2017/1/19,12:20,339.9,70.75,122.5,958,44.48,0.56,2.65,2.84,1
2017/1/19,12:30,314.4,70.04,113.2,957.99,36.49,0.55,2.87,2.74,0.78
2017/1/19,12:40,303.1,70.59,107.4,957.99,48.6,0.32,2.66,1.37,0.47
2017/1/19,12:50,25.17,70.3,106.8,957.85,68.73,0.37,2.75,1.76,0.51
2017/1/19,13:00,63.92,69.56,107.7,957.73,57.78,0.31,2.98,1.37,0.48
2017/1/19,13:10,65.28,71.07,109.6,957.7,20.18,0.52,2.61,2.45,0.93
2017/1/19,13:20,79.32,72.76,117.3,957.69,23.5,0.57,2.16,2.55,1.34
2017/1/19,13:30,95.2,72.9,125.4,957.64,29.55,0.55,2.17,3.04,1.59
2017/1/19,13:40,97.8,72.06,124.5,957.6,25.26,0.5,2.3,2.94,1.67
2017/1/19,13:50,96.2,71.47,134.7,957.59,40.62,0.6,2.55,3.23,1.27
2017/1/19,14:00,59.38,72.14,152,957.54,26.46,0.72,2.43,3.43,1.58
2017/1/19,14:10,70.19,73.34,181.6,957.46,22.28,0.81,1.97,3.63,1.54
2017/1/19,14:20,51.04,72.09,203,957.42,21.05,0.65,2.33,3.43,1.94
2017/1/19,14:30,27.18,72.64,222.3,957.45,20.19,0.74,2.17,3.63,1.72
2017/1/19,14:40,60.23,71.96,192.7,957.44,38.99,0.63,2.35,3.04,1.23
2017/1/19,14:50,357.1,71.35,245.4,957.44,27.87,0.56,2.54,3.33,1.9
2017/1/19,15:00,324.5,70.2,177,957.48,36.37,0.71,2.83,2.65,1.08
2017/1/19,15:10,6.15,70.48,193.4,957.47,50.03,0.37,2.81,2.06,0.85
2017/1/19,15:20,52.26,72.55,163.1,957.49,21.5,0.87,2.41,4.12,2
2017/1/19,15:30,57.99,73.71,98.5,957.48,14.42,0.42,2.04,3.72,2.27
2017/1/19,15:40,40.41,73.35,72.85,957.4,11.83,0.47,2.23,3.04,1.79
2017/1/19,15:50,20.62,73.12,49.04,957.44,26.37,0.42,2.41,2.06,0.83
2017/1/19,16:00,10.62,72.44,127.5,957.37,22.06,0.46,2.48,2.25,0.95
2017/1/19,16:10,31.24,70.48,114.8,957.35,25.37,0.53,2.91,2.65,1.24
2017/1/19,16:20,20.69,71.51,87.1,957.35,17.64,0.58,2.65,2.94,1.51
2017/1/19,16:30,43.17,70.1,66.2,957.48,11.47,0.29,2.78,2.35,1.57
2017/1/19,16:40,75.07,71.08,43.91,957.55,29.66,0.51,2.72,2.65,1.27
2017/1/19,16:50,62.55,74.16,25.97,957.69,18.68,0.53,2.15,3.23,1.81
2017/1/19,17:00,34.86,74.51,11.2,957.68,20.63,0.6,2.13,2.94,1.71
2017/1/19,17:10,25.44,74.58,2.51,957.75,12.18,0.41,2.23,2.65,1.84
2017/1/19,17:20,26.93,76.23,0.67,957.8,11.92,0.54,1.91,3.43,2.02
2017/1/19,17:30,60.75,78.14,0.14,957.83,17.69,0.47,1.62,3.23,1.88
2017/1/19,17:40,58.03,79.86,0.03,957.89,15.59,0.61,1.36,3.82,2.14
2017/1/19,17:50,68.95,80.7,0.02,957.93,13.28,0.69,1.18,4.02,1.77
2017/1/19,18:00,61.16,81.6,0.05,958,12.28,0.61,1.01,4.31,2.5
2017/1/19,18:10,49.42,82.7,0.04,958.18,16.08,0.78,0.92,3.92,2.3
2017/1/19,18:20,30.86,82.4,0.05,958.29,16.78,0.57,1.08,3.04,1.53
2017/1/19,18:30,10.12,81.9,0.02,958.26,19.68,0.41,1.1,2.25,1.3
2017/1/19,18:40,3.8,81.8,0.02,958.19,18.71,0.49,1.04,2.25,1.2
2017/1/19,18:50,343,82.1,0.02,958.21,20.64,0.4,1.07,1.67,0.69
2017/1/19,19:00,332.7,83.3,0.02,958.24,21.66,0.3,0.93,1.57,0.78
2017/1/19,19:10,339.1,84.4,0.03,958.23,12.74,0.34,0.72,2.06,1.05
2017/1/19,19:20,344.9,85.8,0.03,958.28,21.65,0.41,0.42,1.57,0.79
2017/1/19,19:30,356.6,86,0.05,958.28,18.16,0.31,0.43,1.96,0.88
2017/1/19,19:40,0.05,85.9,0.09,958.26,19.25,0.31,0.42,1.57,0.86
2017/1/19,19:50,342.7,85.7,0.06,958.28,21.48,0.39,0.4,1.76,0.68
2017/1/19,20:00,347.8,86.7,0.1,958.32,21.7,0.24,0.26,0.98,0.36
2017/1/19,20:10,328.7,86.2,0.07,958.34,17.54,0.2,0.41,1.08,0.15
2017/1/19,20:20,312.8,86.2,0.07,958.37,15.35,0.19,0.38,0.98,0.46
2017/1/19,20:30,333.5,86,0.09,958.41,17.37,0.32,0.45,1.18,0.57
2017/1/19,20:40,336.4,86.9,0.11,958.42,15.69,0.26,0.15,1.37,0.67
2017/1/19,20:50,341.6,87.3,0.08,958.4,17.18,0.41,-0.04,1.86,0.89
2017/1/19,21:00,357.3,87.8,0.08,958.45,22.97,0.28,-0.1,1.18,0.4
2017/1/19,21:10,21.6,88.3,0.09,958.41,32.16,0.21,-0.13,0.78,0.19
2017/1/19,21:20,346.5,88.4,0.09,958.36,17.94,0.2,-0.05,0.78,0.19
2017/1/19,21:30,325.8,87.6,0.07,958.35,17.36,0.23,0.14,1.08,0.48
2017/1/19,21:40,353.6,87.6,0.12,958.38,17.59,0.25,0.01,0.88,0.28
2017/1/19,21:50,8.58,88.3,0.15,958.42,26.28,0.25,-0.19,0.98,0.31
2017/1/19,22:00,19.64,88.6,0.13,958.44,19.48,0.25,-0.18,1.08,0.44
2017/1/19,22:10,341.9,88.6,0.06,958.48,33.62,0.23,-0.27,0.88,0.29
2017/1/19,22:20,12.79,88.8,0.09,958.49,14.72,0.2,-0.34,0.98,0.57
2017/1/19,22:30,343.4,88.1,0.12,958.4,28.89,0.25,-0.43,1.08,0.52
2017/1/19,22:40,342.8,89.4,0.2,958.38,26.13,0.2,-0.7,1.08,0.54
2017/1/19,22:50,342.8,90.1,0.12,958.34,14.45,0.16,-0.85,0.88,0.62
2017/1/19,23:00,336.9,90.7,0.17,958.32,10.99,0.2,-0.86,1.37,0.94
2017/1/19,23:10,342.6,91,0.19,958.23,12.05,0.24,-1.02,1.67,0.99
2017/1/19,23:20,351.7,92.1,0.21,958.23,14.77,0.18,-1.1,1.18,0.56
2017/1/19,23:30,337.6,91.8,0.14,958.14,13.89,0.2,-1.19,0.98,0.35
2017/1/19,23:40,334.8,92.8,0.16,958.08,25.74,0.14,-1.26,0.78,0.35
2017/1/19,23:50,337.6,92.4,0.2,957.98,17.61,0.24,-1.27,1.18,0.36
2017/1/20,00:00,342.6,91.5,0.15,957.88,22.92,0.16,-1.08,0.78,0.42
2017/1/20,00:10,350,91.3,0.3,957.81,15.44,0.19,-1.38,0.88,0.39
2017/1/20,00:20,339.4,91.2,0.29,957.84,22.34,0.34,-1.35,1.67,0.78
2017/1/20,00:30,338.9,90.7,0.36,957.83,13.53,0.31,-1.48,1.37,0.63
2017/1/20,00:40,343.6,90.3,0.19,957.79,32.4,0.29,-1.47,1.18,0.53
2017/1/20,00:50,258.6,90.6,0.12,957.72,45.12,0.24,-1.38,0.88,0.29
2017/1/20,01:00,119.7,89.9,0.21,957.75,8.85,0.09,-1.47,0.59,0.04
2017/1/20,01:10,49.43,91,0.27,957.73,18.9,0.38,-1.75,1.37,0.63
2017/1/20,01:20,67,92.1,0.32,957.71,12.68,0.19,-1.83,1.57,1.03
2017/1/20,01:30,64.28,92.9,0.35,957.67,13.04,0.25,-1.94,1.67,1.02
2017/1/20,01:40,116.4,93.9,0.16,957.71,17.7,0.25,-2.06,1.08,0.28
2017/1/20,01:50,88.1,94,0.16,957.78,24.83,0.34,-2.05,1.47,0.53
2017/1/20,02:00,64.5,93.8,0.31,957.83,32.86,0.29,-2.11,1.27,0.5
2017/1/20,02:10,54.5,93.4,0.2,957.8,42.78,0.34,-2.07,1.27,0.49
